BOD(㎎/L),COD(㎎/L),Conductivity(µS/㎝),DO (㎎/L),Dissolved Total P(㎎/L),SS(㎎/L),T-N(㎎/L),T-P(㎎/L),Temp.(℃),TSI(Chl-a)
0.5,1.7,250.0,12.0,0.0,0.8,2.906,0.005,8.0,30.6
0.7,3.3,172.0,12.2,0.01,3.2,2.73,0.03,8.1,50.9993215238792
1.0,2.3,270.0,12.4,0.015,2.0,2.986,0.019,5.6,38.7708384959934
4.8,5.9,532.0,9.8,0.029,4.6,12.457,0.099,14.0,46.1903973621937
1.4,3.2,173.0,12.6,0.007,3.2,2.327,0.017,4.3,51.5940490638984
1.0,1.7,566.0,12.7,0.083,2.2,6.879,0.091,10.6,31.5349928638804
1.0,3.4,473.0,12.4,0.044,2.2,7.213,0.066,7.9,46.9602039096747
1.9,5.9,557.0,10.1,0.035,2.2,6.215,0.063,8.0,46.5828496947541
1.3,4.6,466.0,12.2,0.073,4.8,8.764,0.112,11.2,60.6059163833379
0.6,3.2,168.0,12.7,0.007,3.0,2.234,0.016,4.6,52.4764412655619
7.1,9.2,543.0,8.2,0.055,12.2,9.315,0.16,13.5,60.6059163833379
0.6,4.3,259.0,12.3,0.016,16.5,4.291,0.032,5.7,52.3703861785795
3.3,6.4,529.0,9.1,0.041,3.4,9.026,0.082,11.8,41.3773865518342
1.8,5.9,567.0,10.7,0.06,2.8,7.347,0.092,8.7,47.323578784859
2.4,2.8,574.0,11.4,0.013,0.6,8.209,0.023,7.2,45.9881221547348
0.4,1.5,202.0,11.9,0.0,2.0,2.484,0.004,8.3,28.4109617616076
1.3,2.1,501.0,11.9,0.011,2.0,5.606,0.022,11.5,49.2596748339538
0.9,2.0,304.0,13.1,0.014,0.8,3.473,0.021,7.4,36.8965866233512
1.6,3.7,446.0,14.6,0.06,2.8,4.811,0.067,9.2,49.2596748339538
0.9,3.9,230.0,12.5,0.015,3.2,3.769,0.028,4.7,49.2596748339538
1.5,5.0,342.0,12.3,0.022,3.9,6.697,0.043,2.9,49.5482250478275
5.6,6.6,640.0,11.7,0.051,6.4,15.267,0.096,9.5,54.123352626152
1.6,2.1,498.0,11.8,0.006,1.6,7.335,0.01,10.7,49.6893785622326
3.3,5.0,533.0,11.2,0.063,4.0,7.219,0.091,2.6,46.9602039096747
1.0,1.6,466.0,13.5,0.01,2.2,4.547,0.016,2.5,41.6990547137277
2.0,3.2,530.0,14.9,0.017,2.6,6.523,0.033,0.2,41.6990547137277
1.3,0.9,621.0,14.3,0.014,2.4,6.386,0.014,5.9,49.2596748339538
1.8,2.5,362.0,13.0,0.01,1.6,3.063,0.022,1.3,45.5706123372864
2.2,3.1,419.0,13.2,0.011,0.4,6.015,0.02,0.1,39.9735672757191
5.9,10.5,696.0,12.5,0.085,4.5,16.435,0.165,6.9,57.3602362465882
1.5,6.1,390.0,13.0,0.014,6.8,6.453,0.03,5.2,58.2777268756744
2.4,2.1,185.0,16.2,0.005,1.6,3.077,0.015,0.4,44.4417822120977
0.5,4.0,232.0,15.7,0.009,2.0,2.667,0.016,1.9,47.6739731751854
1.8,3.9,554.0,14.3,0.029,2.6,9.002,0.05,2.6,48.3393128452686
1.0,4.0,220.0,14.5,0.015,2.3,2.883,0.03,2.4,47.143573734524
0.8,4.2,292.0,15.8,0.009,2.2,2.763,0.021,2.7,50.2345188020613
2.2,1.5,245.0,13.7,0.003,0.8,2.663,0.006,0.5,37.8784053517952
4.5,6.2,525.0,13.5,0.094,3.7,9.888,0.126,7.4,54.5594244169719
1.7,2.8,593.0,14.3,0.017,7.0,3.842,0.025,2.5,51.8221988817299
2.0,1.8,682.0,15.0,0.008,1.2,7.858,0.018,1.7,49.2596748339538
2.0,1.6,232.0,13.6,0.003,2.2,2.639,0.005,1.9,34.5776127105411
5.5,7.8,609.0,11.9,0.064,6.4,12.762,0.133,6.7,46.3885859209785
3.1,7.1,711.0,11.4,0.026,3.6,12.881,0.058,3.6,50.8759236704299
2.7,4.0,449.0,14.9,0.012,12.6,6.35,0.056,13.5,50.3661986315196
1.2,4.1,273.0,12.6,0.009,9.0,2.529,0.021,9.1,59.0088961144462
6.7,10.9,659.0,9.2,0.053,7.6,16.093,0.12,13.6,50.8759236704299
15.2,11.5,691.0,8.6,0.046,19.6,14.224,0.218,11.9,64.8411037359769
3.8,4.1,308.0,9.9,0.033,11.8,3.001,0.094,9.3,63.4969199018712
4.4,6.9,635.0,9.5,0.066,8.8,7.362,0.156,10.4,49.2596748339538
12.5,8.3,631.0,8.4,0.052,9.8,11.889,0.182,12.7,44.1995476825861
1.9,2.7,392.0,11.4,0.037,3.4,3.656,0.056,7.6,50.9993215238792
2.2,4.8,214.0,13.3,0.015,5.9,3.154,0.035,8.3,50.2345188020613
3.7,2.8,623.0,12.4,0.009,3.8,8.751,0.031,10.5,55.8373259783317
1.0,1.8,645.0,15.6,0.019,2.8,5.957,0.027,13.1,39.1883483134418
3.1,6.7,353.0,12.2,0.027,30.8,4.934,0.065,9.8,67.7673901809106
2.4,6.7,426.0,11.9,0.032,4.6,9.506,0.07,12.1,57.0342926433544
3.7,5.7,543.0,10.1,0.034,7.8,5.89,0.106,11.3,42.3123794157146
6.1,4.7,507.0,10.0,0.044,9.8,6.763,0.102,10.0,60.037061385788
1.2,1.9,240.0,13.2,0.0,1.2,2.368,0.006,6.0,35.2107356029007
1.4,4.3,260.0,11.9,0.01,8.0,2.543,0.032,9.1,59.3288157690719
2.3,3.0,441.0,11.4,0.026,2.6,4.249,0.036,12.7,43.4347449607683
3.6,5.6,297.0,12.5,0.031,7.0,6.144,0.074,9.9,63.4625590961639
6.5,7.7,553.0,11.2,0.056,10.4,6.69,0.125,13.4,46.3885859209785
2.5,2.7,162.0,12.9,0.011,4.2,2.868,0.037,11.1,42.605236984213
1.6,1.5,240.0,13.3,0.0,3.2,2.313,0.012,8.2,35.2107356029007
14.8,9.3,639.0,9.1,0.064,11.6,16.604,0.293,15.2,51.8221988817299
2.4,5.6,287.0,14.1,0.014,6.2,4.213,0.035,9.1,67.5201606016462
2.0,3.3,300.0,11.4,0.015,2.8,3.629,0.034,7.5,51.7087872139753
1.8,5.3,315.0,13.1,0.016,4.4,4.731,0.04,11.0,59.3811358930902
1.6,3.1,256.0,10.9,0.026,1.2,3.492,0.03,11.4,47.323578784859
4.8,4.9,466.0,10.6,0.058,11.2,6.46,0.063,16.5,51.360466600213
12.2,7.6,333.0,6.5,0.054,12.4,11.421,0.078,14.7,50.6243714261131
2.3,3.1,558.0,14.1,0.015,3.8,8.035,0.036,15.8,55.1390866865617
6.6,5.9,564.0,9.8,0.059,8.6,13.297,0.076,17.6,49.8285298315037
3.7,6.6,315.0,10.4,0.029,34.7,4.828,0.085,13.7,63.5992860481114
2.2,5.2,278.0,10.9,0.015,5.6,3.899,0.038,12.5,56.5589747623382
2.2,4.1,475.0,10.8,0.038,7.4,5.244,0.055,13.3,53.6669912727737
1.3,4.3,240.0,13.3,0.009,6.8,2.736,0.025,12.7,57.1003534990534
7.6,8.4,568.0,10.6,0.074,6.4,9.916,0.109,15.0,42.3123794157146
7.3,8.5,377.0,7.7,0.097,10.0,8.572,0.188,13.8,54.123352626152
1.6,4.6,250.0,13.2,0.011,7.2,2.788,0.027,12.5,58.6219727230229
2.3,4.7,212.0,11.5,0.009,7.0,3.125,0.036,14.1,58.3359466311238
3.8,3.1,380.0,10.7,0.027,16.8,5.531,0.027,15.6,59.8895398088418
3.7,5.7,253.0,10.8,0.02,11.0,4.926,0.07,14.3,63.4969199018712
2.6,5.5,266.0,10.7,0.017,6.8,4.105,0.056,12.1,60.037061385788
1.1,2.3,591.0,14.3,0.056,1.2,5.951,0.062,15.6,45.5706123372864
3.5,6.2,604.0,9.0,0.1,12.2,7.142,0.142,14.5,53.2859725079412
2.5,2.8,230.0,10.7,0.017,7.6,3.012,0.033,15.2,48.6557919036293
1.4,2.6,209.0,12.8,0.013,3.4,3.119,0.017,15.8,37.3997738412931
6.6,3.8,300.0,10.5,0.057,35.0,3.264,0.106,12.1,54.8120564037366
3.8,3.6,408.0,11.2,0.025,8.8,5.411,0.042,12.6,59.5364425668659
9.6,11.6,594.0,7.3,0.063,14.1,11.97,0.201,16.5,53.943347575817
2.6,3.3,164.0,11.0,0.054,9.0,4.678,0.07,12.5,59.1701600198726
0.7,2.3,204.0,11.0,0.005,1.2,2.505,0.008,11.4,36.3661871826898
0.8,2.4,225.0,11.6,0.011,1.4,2.554,0.02,14.1,38.7708384959934
1.6,3.8,210.0,10.8,0.018,10.2,3.257,0.049,17.0,58.1602404415061
1.5,2.8,270.0,11.7,0.04,2.2,2.559,0.053,17.3,45.5706123372864
3.3,3.6,323.0,11.4,0.052,10.8,5.103,0.089,20.8,57.9813297076428
0.6,2.8,235.0,11.0,0.008,3.8,2.469,0.019,19.9,42.605236984213
2.6,4.3,223.0,11.7,0.029,14.6,3.879,0.086,17.5,55.4555657449224
2.1,6.1,325.0,11.4,0.085,11.0,5.735,0.147,22.0,61.4441338537749
1.1,5.0,235.0,10.4,0.021,11.0,3.045,0.052,15.9,59.587669837321
1.7,3.6,563.0,8.9,0.1,19.0,4.029,0.155,17.4,54.5594244169719
0.9,4.2,211.0,11.9,0.015,9.0,2.356,0.035,16.6,58.7340882290527
1.4,5.2,226.0,11.3,0.014,8.3,2.81,0.043,17.2,63.1477727304137
2.6,5.0,287.0,4.2,0.044,30.2,2.995,0.183,19.0,52.4764412655619
1.8,4.6,231.0,11.5,0.016,11.4,2.854,0.039,15.5,59.8895398088418
1.6,3.9,509.0,14.5,0.081,13.2,6.05,0.134,18.8,60.1823973773402
5.3,7.3,569.0,8.9,0.094,12.2,12.44,0.214,22.0,51.121186445065
1.6,4.1,298.0,11.4,0.034,2.8,2.71,0.064,21.8,51.7087872139753
1.0,3.8,215.0,11.7,0.011,9.2,2.316,0.036,15.1,57.3602362465882
1.6,5.2,483.0,9.7,0.028,12.7,3.566,0.051,20.0,62.3714356157326
0.2,2.2,227.0,10.9,0.004,1.4,2.625,0.015,15.8,33.1737934344261
3.5,3.5,577.0,12.9,0.028,4.6,8.87,0.056,20.0,61.0998880064264
3.4,7.2,579.0,6.8,0.071,10.4,9.472,0.154,20.0,44.1995476825861
4.0,8.6,676.0,6.1,0.074,11.6,8.009,0.174,20.3,53.6669912727737
1.8,6.5,579.0,7.7,0.141,16.8,7.184,0.221,19.9,47.5003403238402
5.9,10.3,551.0,6.7,0.082,44.0,8.897,0.23,20.6,57.9209602863581
1.7,4.3,467.0,9.3,0.046,12.2,5.129,0.093,18.7,58.9545469449614
4.2,4.8,530.0,17.1,0.046,4.8,3.599,0.055,23.1,56.5589747623382
1.6,5.3,490.0,9.7,0.053,14.6,5.41,0.116,19.5,62.9684258705583
0.6,2.6,320.0,9.7,0.029,2.4,2.51,0.04,21.9,50.9993215238792
5.1,5.2,551.0,7.7,0.098,5.4,12.095,0.17,25.8,53.6669912727737
0.8,4.2,178.0,9.3,0.013,11.0,2.335,0.04,20.2,56.765508706569
0.9,3.7,143.0,9.4,0.01,6.8,1.822,0.018,20.0,55.4555657449224
2.9,7.9,572.0,8.1,0.102,19.6,6.706,0.195,23.0,75.396671998759
1.4,3.5,248.0,5.3,0.042,29.8,2.388,0.144,24.7,63.5992860481114
1.1,4.7,202.0,8.9,0.039,14.8,2.825,0.057,21.1,61.7767080757134
5.6,5.6,579.0,6.1,0.092,7.6,8.914,0.155,23.9,50.6243714261131
0.6,1.7,424.0,12.2,0.056,2.0,6.338,0.066,22.8,41.6990547137277
1.0,3.8,1794.0,8.6,0.119,10.0,4.315,0.153,21.0,45.9881221547348
1.0,4.0,156.0,9.4,0.009,7.4,1.903,0.024,20.6,57.7375904615089
0.9,3.2,590.0,13.6,0.019,4.8,8.118,0.045,23.1,63.8008684834221
2.6,7.8,383.0,6.8,0.058,15.4,5.526,0.142,22.1,70.9276726075402
0.8,1.5,67.0,9.3,0.008,1.8,2.14,0.014,19.9,32.3885744721487
0.8,4.3,177.0,9.5,0.015,10.2,2.224,0.035,21.0,57.7375904615089
3.1,8.9,631.0,7.4,0.081,16.6,8.528,0.151,25.2,56.3479988891206
0.9,4.0,551.0,24.8,0.018,14.6,3.648,0.042,28.1,70.5003688792733
2.0,5.7,257.0,10.1,0.038,17.9,3.061,0.073,22.9,66.4637864763506
1.0,2.6,274.0,11.0,0.025,5.8,2.569,0.045,26.8,49.9657348652759
0.9,3.6,522.0,9.7,0.044,9.4,5.163,0.082,24.9,61.6118302450297
1.6,4.0,155.0,10.2,0.018,5.6,2.351,0.044,22.6,52.8895549368466
0.9,3.3,490.0,9.0,0.061,10.2,5.855,0.097,23.1,58.4513597270195
1.0,2.4,175.0,13.6,0.029,8.4,5.416,0.052,28.5,50.7509538275533
1.8,4.1,198.0,10.0,0.024,7.4,3.61,0.06,22.6,58.5085610552684
0.9,2.0,174.0,10.3,0.012,3.8,2.155,0.022,24.8,43.4347449607683
0.8,4.2,500.0,10.8,0.083,8.4,5.675,0.13,25.5,60.0857463492342
2.2,4.9,142.0,11.1,0.03,9.3,2.759,0.066,24.9,60.6059163833379
0.8,3.8,171.0,9.3,0.023,12.4,2.545,0.055,22.5,56.6283036727968
2.5,4.2,509.0,6.8,0.054,3.6,5.979,0.085,25.3,51.9343143877596
0.9,2.7,374.0,8.7,0.094,2.2,3.983,0.127,25.3,46.1903973621937
0.7,2.0,214.0,8.6,0.021,4.2,2.686,0.039,25.0,36.8965866233512
4.1,4.4,403.0,6.4,0.086,7.2,8.385,0.185,25.2,43.4347449607683
1.3,2.6,470.0,12.3,0.075,2.0,5.135,0.085,25.1,41.3773865518342
2.3,3.8,354.0,3.9,0.171,9.4,3.415,0.171,23.5,48.1771603931272
1.0,2.4,418.0,8.9,0.085,3.2,3.608,0.103,23.1,47.5003403238402
1.1,2.5,291.0,8.8,0.07,2.0,3.13,0.091,26.4,40.3437998932309
0.1,1.4,188.0,8.8,0.007,1.8,2.688,0.013,22.3,23.8002261587069
1.8,3.1,411.0,7.4,0.073,6.8,5.427,0.086,24.4,51.2415560533907
1.8,4.6,544.0,7.2,0.138,9.0,5.598,0.21,25.3,61.6118302450297
3.8,3.3,263.0,8.2,0.095,23.2,4.454,0.196,21.6,48.4988285550208
2.6,7.8,593.0,7.9,0.07,9.8,7.289,0.129,27.2,53.6669912727737
2.9,3.4,283.0,7.5,0.102,11.6,4.164,0.166,22.9,47.6739731751854
0.7,3.9,177.0,9.6,0.021,11.4,2.596,0.049,21.8,53.7599777509678
2.9,5.8,438.0,4.7,0.095,9.8,4.748,0.191,26.6,61.8174981552717
1.6,5.5,201.0,9.1,0.043,17.9,2.866,0.087,24.9,63.8008684834221
0.4,1.5,271.0,7.8,0.112,0.8,5.155,0.12,23.2,21.6111879203145
0.7,3.7,168.0,9.2,0.03,8.8,3.17,0.042,22.6,55.6100571267799
1.1,4.3,170.0,8.7,0.054,15.7,2.875,0.092,22.5,52.9901712034867
1.9,4.9,195.0,9.6,0.038,10.9,3.853,0.086,26.0,63.7675577553209
0.8,2.1,254.0,10.3,0.042,1.8,3.388,0.049,24.5,40.3437998932309
0.9,3.9,174.0,9.4,0.024,11.0,2.644,0.052,22.2,57.2311554368828
1.0,2.4,236.0,7.5,0.059,2.0,2.483,0.073,25.1,41.6990547137277
1.9,5.8,293.0,5.5,0.052,5.8,4.489,0.078,29.9,57.1003534990534
0.3,2.5,699.0,8.2,0.061,13.0,3.871,0.087,27.1,57.0342926433544
3.4,7.7,293.0,5.9,0.075,48.0,4.387,0.18,30.4,68.6983468381923
2.0,2.8,265.0,9.5,0.034,3.2,1.839,0.058,33.3,61.359198258265
0.5,2.1,199.0,7.7,0.016,5.0,1.876,0.029,30.9,45.9881221547348
0.1,2.1,165.0,7.9,0.01,1.4,1.808,0.011,29.2,38.7708384959934
2.0,3.8,300.0,7.3,0.091,3.2,1.646,0.116,30.3,64.8111495142305
1.5,6.0,265.0,4.7,0.071,13.0,3.601,0.088,29.8,62.2553395862155
3.2,6.1,482.0,16.2,0.025,28.8,5.254,0.11,30.3,83.6135129237172
1.4,5.1,502.0,10.8,0.085,7.2,5.801,0.153,30.3,68.030173750514
2.6,6.6,350.0,6.9,0.07,48.4,4.172,0.139,28.5,61.6118302450297
0.2,1.3,615.0,12.0,0.055,2.4,6.094,0.058,27.1,48.0122825624435
2.2,6.0,219.0,8.5,0.061,19.6,3.438,0.121,28.3,65.0482607549323
1.7,4.4,511.0,8.8,0.055,10.0,5.171,0.105,31.4,68.030173750514
1.7,5.4,156.0,10.8,0.055,14.0,2.413,0.094,27.6,62.4861737658095
1.3,5.1,209.0,8.2,0.026,3.8,1.889,0.033,30.6,59.7899450447798
0.4,3.6,501.0,8.6,0.088,8.6,4.485,0.118,30.2,63.7005950379803
0.7,2.5,483.0,12.6,0.039,3.2,5.767,0.044,28.6,54.9769342344203
2.9,7.6,553.0,7.7,0.144,12.8,6.599,0.233,30.8,75.9324370797664
1.7,3.9,318.0,4.7,0.079,6.2,1.472,0.113,32.1,59.3288157690719
1.3,5.4,195.0,9.7,0.017,4.2,1.725,0.031,30.9,59.0088961144462
0.4,2.7,488.0,13.8,0.013,1.4,5.232,0.021,32.7,54.9769342344203
2.4,7.1,649.0,4.8,0.109,7.6,4.945,0.182,33.0,68.3281142206805
2.1,7.9,576.0,7.4,0.085,8.2,7.162,0.135,28.8,61.9789832831722
2.3,6.1,542.0,7.3,0.049,9.8,12.865,0.15,31.1,66.6396426579412
1.9,4.8,571.0,7.2,0.084,3.4,9.005,0.13,30.1,59.9881336035647
1.4,4.7,474.0,7.1,0.095,2.6,6.132,0.138,25.3,43.1659610239829
0.6,2.4,196.0,7.9,0.06,3.6,2.352,0.075,23.5,29.5664133413967
1.5,3.6,509.0,8.3,0.132,3.4,5.793,0.172,23.0,56.3479988891206
1.5,5.6,229.0,9.3,0.046,28.5,4.289,0.136,22.2,63.6331720921673
0.7,2.2,390.0,9.1,0.042,1.0,4.629,0.052,23.9,30.6
1.2,5.3,249.0,9.4,0.042,27.2,3.568,0.106,23.1,63.8008684834221
0.9,3.1,385.0,7.9,0.087,1.2,4.926,0.108,23.2,35.8054631429199
0.8,2.2,449.0,10.9,0.055,1.8,6.228,0.067,24.6,39.9735672757191
0.7,3.0,387.0,9.0,0.065,3.6,4.608,0.088,23.8,42.8896047209396
0.8,4.0,226.0,8.9,0.044,9.0,3.426,0.064,22.0,52.0451630248007
1.2,4.7,185.0,10.7,0.042,20.1,3.067,0.105,22.3,45.5706123372864
0.7,3.6,207.0,9.9,0.036,4.6,2.797,0.05,22.3,52.2631719966587
1.1,4.2,207.0,9.9,0.032,5.8,2.78,0.052,22.3,59.0629458379518
1.2,4.2,252.0,6.7,0.075,17.0,2.938,0.158,22.1,48.3393128452686
0.8,3.8,216.0,9.6,0.05,21.4,3.161,0.081,22.1,53.6669912727737
1.2,3.6,476.0,8.6,0.075,19.0,3.246,0.125,23.1,55.0583454900325
1.6,7.1,600.0,7.3,0.088,7.6,8.53,0.165,23.7,45.3549992623753
1.4,5.7,544.0,7.9,0.165,7.8,6.289,0.221,24.7,59.2762151068549
1.0,4.2,246.0,9.1,0.045,4.8,3.896,0.063,22.1,52.4764412655619
0.4,2.4,211.0,8.7,0.022,2.2,2.943,0.036,24.3,27.101018799961
5.4,5.3,474.0,6.4,0.124,6.0,9.884,0.205,25.6,37.3997738412931
0.8,2.6,290.0,8.3,0.072,1.2,3.658,0.09,25.1,41.0448123298957
2.2,5.6,474.0,5.9,0.097,8.2,4.49,0.178,26.0,59.6893287781397
0.8,2.9,401.0,8.2,0.072,4.4,5.026,0.1,23.7,33.1737934344261
0.5,2.3,256.0,13.6,0.042,1.4,2.303,0.046,17.0,25.5888006308556
1.9,4.9,225.0,8.8,0.035,13.1,5.178,0.093,19.3,59.8895398088418
2.5,5.8,534.0,5.2,0.129,5.8,10.855,0.213,21.8,35.8054631429199
0.3,2.1,285.0,9.2,0.006,1.8,2.575,0.021,18.0,29.5664133413967
2.0,7.1,622.0,7.9,0.055,5.3,10.092,0.094,19.4,43.6963604646443
1.1,3.9,467.0,6.7,0.078,7.4,6.071,0.153,16.7,55.9119270983007
1.0,4.0,204.0,10.3,0.039,6.9,2.212,0.045,17.4,62.1378531520472
1.3,4.2,215.0,9.4,0.029,7.4,2.808,0.06,18.4,59.6893287781397
0.8,4.4,193.0,9.0,0.028,6.0,2.317,0.036,18.5,55.6100571267799
1.1,5.7,282.0,11.3,0.013,15.1,3.263,0.019,19.3,69.6772815448604
0.8,2.7,428.0,10.7,0.032,0.4,5.121,0.043,17.3,53.4783316122612
1.1,4.6,269.0,9.3,0.019,7.7,3.946,0.037,19.3,62.4861737658095
0.9,4.5,255.0,9.1,0.013,6.8,3.11,0.024,19.1,59.4331784554635
0.5,4.3,464.0,6.2,0.182,2.2,8.503,0.214,20.8,42.8896047209396
1.6,4.4,316.0,2.8,0.094,8.6,3.039,0.134,17.7,48.0122825624435
0.9,2.7,326.0,8.2,0.028,4.4,2.975,0.053,17.9,41.0448123298957
2.5,5.6,637.0,8.6,0.095,6.6,7.237,0.13,19.0,45.3549992623753
1.5,6.4,631.0,5.7,0.059,15.0,5.734,0.136,18.8,48.6557919036293
1.3,5.5,326.0,9.8,0.031,31.1,3.766,0.069,19.8,69.3617008792838
1.3,5.0,277.0,6.3,0.063,4.0,7.621,0.122,19.7,27.101018799961
1.3,4.4,1297.0,7.2,0.084,11.0,3.208,0.111,16.2,48.0122825624435
0.4,2.4,514.0,11.7,0.031,1.4,5.706,0.041,16.7,33.9007926412541
0.3,1.6,509.0,8.6,0.014,1.2,5.652,0.03,16.1,25.5888006308556
1.0,5.4,647.0,10.4,0.072,4.0,8.917,0.112,16.3,35.8054631429199
1.2,2.9,354.0,6.9,0.013,6.2,2.511,0.024,13.9,29.5664133413967
0.6,4.0,265.0,9.0,0.015,4.7,2.749,0.025,13.9,52.1547731036683
0.5,2.6,572.0,12.1,0.01,1.6,7.064,0.016,13.2,33.9007926412541
0.8,3.6,229.0,10.7,0.031,4.2,3.099,0.048,11.3,58.5654307797516
0.6,2.9,25.0,10.5,0.01,3.2,1.908,0.016,13.7,51.4779530343813
1.1,5.5,568.0,8.5,0.063,2.0,8.337,0.083,17.6,27.101018799961
0.2,2.7,312.0,14.8,0.011,16.6,2.728,0.026,14.6,37.3997738412931
0.8,4.0,318.0,8.7,0.027,8.3,4.209,0.033,14.3,45.7815882105041
0.1,1.7,243.0,9.9,0.003,1.2,2.142,0.003,15.9,14.8114140790215
0.2,1.7,498.0,8.9,0.01,3.4,5.448,0.01,14.0,35.2107356029007
0.4,4.0,544.0,12.2,0.05,11.8,7.949,0.064,14.5,38.3347667051735
1.6,4.9,341.0,7.5,0.051,6.0,5.354,0.052,14.6,43.4347449607683
0.1,3.9,550.0,9.6,0.011,10.6,9.276,0.013,20.3,14.8114140790215
1.5,4.4,247.0,9.4,0.049,6.9,5.75,0.075,11.8,50.8759236704299
0.8,4.1,309.0,9.7,0.033,10.1,4.087,0.04,11.7,52.4764412655619
0.7,6.0,710.0,7.4,0.037,8.6,7.342,0.05,15.4,28.4109617616076
0.2,1.4,591.0,14.3,0.029,1.2,6.322,0.03,13.8,32.3885744721487
0.2,2.3,540.0,13.5,0.01,2.2,5.494,0.011,12.7,23.8002261587069
0.2,2.8,312.0,17.8,0.019,1.4,3.808,0.021,13.9,30.6
0.9,6.0,568.0,9.7,0.074,15.6,11.662,0.144,19.2,23.8002261587069
0.1,1.7,270.0,10.1,0.003,2.4,2.398,0.004,14.1,23.8002261587069
1.1,3.4,232.0,11.5,0.008,3.6,2.12,0.012,14.0,57.7990953651723
1.2,3.8,468.0,7.5,0.074,2.0,4.683,0.081,12.3,28.4109617616076
3.6,7.3,614.0,9.5,0.048,6.0,11.136,0.103,11.4,46.5828496947541
2.0,5.6,1572.0,8.3,0.068,7.2,3.447,0.112,13.6,43.4347449607683
0.8,3.5,215.0,12.0,0.04,3.2,3.24,0.055,6.1,48.1771603931272
1.0,3.9,232.0,12.5,0.024,4.8,2.998,0.036,4.9,45.3549992623753
0.7,4.4,300.0,11.7,0.036,3.2,4.98,0.05,5.7,44.6781791930883
0.7,2.5,525.0,16.6,0.013,0.2,6.434,0.026,4.0,23.8002261587069
0.9,4.4,333.0,11.7,0.036,4.6,4.808,0.049,6.4,52.3703861785795
3.0,5.3,569.0,10.7,0.073,4.4,11.514,0.153,13.3,30.6
0.9,3.4,499.0,12.7,0.031,1.2,5.287,0.05,4.7,38.3347667051735
2.6,7.5,674.0,10.6,0.035,3.6,10.73,0.08,7.4,38.3347667051735
2.2,7.4,2604.0,12.8,0.136,4.4,4.519,0.235,5.3,44.1995476825861
0.9,2.3,287.0,15.1,0.014,1.2,3.046,0.017,4.8,30.6
0.1,2.8,332.0,15.8,0.032,2.2,3.644,0.035,4.8,41.0448123298957
1.8,6.2,565.0,11.7,0.036,2.0,9.211,0.059,10.6,34.5776127105411
0.2,2.3,238.0,12.0,0.003,1.2,2.869,0.011,8.2,18.7890267895626
1.0,4.2,543.0,13.9,0.052,2.2,7.662,0.077,5.4,42.8896047209396
0.7,4.3,271.0,11.9,0.021,3.0,3.612,0.032,5.6,46.1903973621937
2.5,2.6,582.0,12.7,0.016,0.8,7.557,0.028,5.9,43.6963604646443
1.0,4.0,304.0,13.4,0.038,3.2,5.597,0.057,6.0,43.9511799862602
1.8,4.8,581.0,11.2,0.059,2.6,7.533,0.103,7.7,37.8784053517952
0.6,3.9,526.0,12.6,0.011,0.6,9.419,0.013,13.7,18.7890267895626
0.6,3.7,229.0,12.6,0.014,3.6,2.623,0.031,5.2,51.121186445065
0.3,3.3,221.0,12.3,0.035,3.2,2.35,0.052,5.6,49.9657348652759
1.5,7.3,647.0,8.3,0.035,2.6,9.325,0.06,6.9,31.5349928638804
0.8,2.2,268.0,12.2,0.006,0.4,3.0,0.008,6.3,21.6111879203145
1.3,3.3,343.0,10.9,0.036,4.4,3.092,0.061,7.1,29.5664133413967
0.6,1.6,591.0,12.6,0.053,0.8,6.461,0.06,7.6,25.5888006308556
0.7,1.9,483.0,10.2,0.018,0.4,5.579,0.025,7.4,31.5349928638804
0.1,1.9,318.0,16.3,0.011,1.8,3.532,0.013,3.5,38.7708384959934
0.1,1.3,172.0,13.6,0.004,1.2,3.099,0.004,2.4,32.3885744721487
0.5,3.0,591.0,13.6,0.013,1.4,9.382,0.022,5.2,47.8445861711888
0.1,1.8,594.0,12.4,0.079,2.2,7.663,0.086,6.1,47.5003403238402
2.3,3.6,327.0,15.1,0.06,2.2,5.08,0.063,1.6,44.4417822120977
2.9,5.9,618.0,11.9,0.088,6.8,8.535,0.14,7.6,52.1547731036683
1.3,5.3,530.0,13.1,0.049,5.0,10.381,0.097,5.3,58.2191595375368
0.6,3.1,325.0,13.7,0.01,4.0,3.225,0.025,2.3,56.5589747623382
1.6,4.9,2151.0,12.9,0.09,4.0,5.432,0.118,3.5,48.8102832854868
2.3,5.2,367.0,13.0,0.02,33.1,5.695,0.057,4.8,60.4667651140668
0.1,1.2,174.0,13.6,0.005,1.4,2.864,0.005,2.8,33.9007926412541
0.1,2.9,526.0,16.4,0.017,0.6,8.625,0.017,3.4,34.5776127105411
2.1,5.3,319.0,12.6,0.02,5.3,5.997,0.052,4.4,55.7621531966977
6.2,8.9,702.0,11.2,0.036,12.6,13.495,0.116,6.5,58.1009653366931
0.1,3.5,509.0,14.2,0.047,3.0,7.7,0.057,2.5,45.5706123372864
4.1,10.6,1032.0,9.5,0.05,7.0,15.03,0.13,8.1,48.1771603931272
0.1,1.5,473.0,11.2,0.009,1.6,5.207,0.009,6.2,44.9090133726823
0.9,4.5,255.0,14.9,0.019,6.2,3.066,0.035,7.1,61.3164530925955
